IndexValues,MatrixValues
229,0.102009647169276
235,-1.39953811314701
236,2.1291146651797
237,1.09644529312935
240,-0.323827774591325
241,1.07302411864871
243,-0.219026215029993
244,0.119737597088866
245,0.503600245300839
247,-1.88129143793723
248,0.463638682433845
249,0.935872562568921
250,-1.10882762557767
251,0.278978123800223
252,0.13248252017942
254,0.114916130866266
256,-0.220710121888785
257,0.251704489888485
259,-0.219238196120096
261,0.429832709748899
263,-0.543312556950721
265,-0.344817888218496
266,-0.0345864559617711
268,-0.0691657776460234
270,-0.644463057923941
272,0.00194408095513138
276,0.0726593533350303
277,0.33016598180981
279,0.18436684743934
280,-0.144782042553987
281,-0.16794027198702
288,0.0934407109671352
294,0.178979101892316
296,0.408987149692658
299,0.189380603077035
300,-0.34002942362144
302,2.23487884514592
307,0.268638653429737
311,1.29044097749001
312,0.216347662003349
313,0.185854748398137
314,1.10228587772243
317,0.430852712100901
319,-0.102077964339898
322,-1.03177370234689
323,0.0402036804915277
326,0.576082311769805
327,0.268218732440712
331,1.28790567419157
333,0.603483779523782
334,-0.36442420493261
335,-1.19808911950095
337,1.09780275914419
338,-0.42215109972154
339,-0.153029214824002
340,-0.781932169336815
345,0.106898676273625
347,-1.53903527883958
348,0.922898734583374
349,0.977470368117389
350,-0.726758386602525
351,3.52823878729065
353,-1.599477574263
355,-0.524694235714059
356,-1.46850490150876
361,0.604956344042691
363,2.63410568248205
364,1.35304443602414
365,-0.411587238575929
366,-0.00477694132792768
368,-0.161525710676748
370,-1.04558193698315
371,-0.197262843587833
376,0.771819434113705
379,-1.71886714154466
384,-0.251587089628335
386,0.348309571179171
388,-1.18289044941547
391,-0.604421502236647
393,-1.90980167687944
394,-1.59894029688902
397,-0.796248621977617
404,-0.418651528717959
406,-0.19807869782805
407,-0.448516893878419
408,0.412918775613975
410,-0.207160260750902
411,-0.295746998568042
412,-1.03638426536741
413,1.40102386505064
414,0.221384179264427
416,0.0370652091287973
426,0.152363846209903
427,-0.635907189749305
428,1.08518078646359
429,-0.724761501773113
432,0.622242464406897
435,0.166823952689816
436,-0.573343642190867
437,0.0610913107923177
438,-0.461537551980327
442,0.447393512341204
444,-0.68251777605061
445,-0.450656502279038
447,0.310351519276939
449,0.100867556747293
450,0.400207762270329
453,-0.662578848352571
454,0.00255105836937619
455,-0.290562294987364
456,-1.38330642984369
457,0.649943890883135
459,-0.251768959706987
460,0.470316572964398
462,1.01942441522896
463,-0.807513218492321
464,1.15226937679572
466,-0.123096133991121
467,1.28509375186302
471,0.167014746315333
472,-0.798884939830973
473,-0.605394184500865
477,0.787103192407466
478,-0.529624525827629
480,-0.553039568999462
481,0.707178882804497
482,-1.15416719708236
484,-0.462451075700262
485,-1.55173633196248
487,1.26467549561293
489,-0.147086594634162
492,-1.4704713111496
494,-0.0379479525232866
496,2.3239201111086
498,0.675952440506608
499,1.09191226078803
502,1.03330302097065
503,-0.582374993495112
506,-0.0625551257674125
507,-0.739180903366466
509,0.918497054537526
510,-0.368288412368572
511,-0.697219376135775
514,0.132128889375145
515,0.586094878919598
518,0.088880279288249
522,-0.708131659033903
524,0.758353804598235
526,0.125337997207844
528,1.62367456157697
530,0.268614037346302
532,1.06537825363936
533,-1.01458925471975
537,-0.113104432929576
540,-0.726930905761122
541,-1.02356942993861
543,-0.917332600969219
544,-0.962579298887575
545,-0.711984273854815
546,-0.0932763312227529
549,-0.0293630957430633
552,1.03739185608592
553,-0.439431693991549
554,-0.228322475675273
555,-0.15071251171993
556,-0.47290167235462
558,0.0225344965403432
565,-0.221339387360052
569,0.108603610005544
570,-0.489634834986081
572,-0.532125240511613
576,0.234947219447981
577,-0.14039670669369
579,-0.414598489379616
582,0.036186396192706
583,-0.0176482275882189
585,-0.317694524732051
588,-0.295811473847712
589,-0.0651659155853273
590,-0.447070777323799
591,-0.0478574937189496
592,-0.142811509641266
594,-0.383325618526737
595,-0.125647331567297
596,0.718004749511054
601,-0.323876770080753
602,-0.483284962436463
604,0.275213762119653
605,0.0685210125043404
606,0.0324270740327118
608,-0.32575836328591
615,-0.267863503711917
616,-0.0330441331708372
618,-0.0403695729393179
619,-0.290814466061008
620,-0.453884587116447
622,0.329817501927181
623,-0.627035836241284
626,-0.0594649818430845
628,-0.750317336366033
631,-0.691539062902566
633,0.466796388230391
635,-0.219192087524041
637,0.0491882088724759
638,0.291587456441594
639,0.0213224416499371
640,0.337806857903609
642,-0.397772938205499
645,0.328448008463876
648,-0.332291091633954
649,0.0108551410977001
650,-0.344912460169189
651,4.90364206415415
652,4.40906825836318
654,-0.56023150437828
655,-0.64465762106512
656,-2.46631611440927
657,0.42880987274061
658,-0.670076761372689
660,0.468535849315779
664,2.13040085948448
665,-1.8419295277868
667,0.628311384030262
668,-0.453824789651325
669,-0.121976843966351
671,0.0784589007494801
674,-4.3938778560367
675,2.15278232136566
679,-1.08648404584002
681,2.64566023217551
682,-0.996319943088719
683,1.03899308037407
684,-0.684368703484182
686,2.8506456871042
687,2.09306260639681
688,-0.883671695917145
689,-0.298915856766176
691,0.887012157490899
694,-0.980278423745576
695,0.121671882688913
697,-2.86307598191925
701,-2.04043230771753
705,0.318739802452047
706,0.772304932404895
709,-0.9512592829896
711,-0.068810463646522
712,1.40096931159298
714,-0.737273590940805
718,0.0519224705043078
720,0.191355325322521
721,0.177875238685512
724,0.594498213274196
725,-0.40159660144482
727,0.807944650978675
728,-1.63886997777737
729,1.22968135906287
732,-0.667822380712792
733,0.609804478827204
735,0.218130011865189
739,0.127455009999381
741,0.662000447542671
745,0.604300563013995
747,0.142713296216607
748,-1.18000527170895
749,-0.517164718270247
754,0.46053652792767
756,-2.27977223084675
757,1.66096100507973
758,-1.84150550498373
759,-1.12853664598113
762,2.96772517771226
763,-2.98254892845829
765,-2.76952551507535
768,-0.588756687475486
777,2.11247525560217
780,-1.13677357385176
787,2.21494826923934
788,0.205836227886947
790,-0.307734731040064
791,2.58357519673111
792,-3.13997258539451
794,0.674840909822917
795,1.3180666712921
796,3.9821903881553
797,-4.06124601805337
799,1.85996414176378
802,-3.54144243965009
803,1.44045228081467
805,0.516017792744876
807,-0.02170976977487
808,0.20580235917524
813,-1.24429052479271
814,-1.57006744329385
815,1.08830602499547
816,0.0762524170999725
820,2.28313082366407
823,-0.690318478593902
825,-1.43964156456956
826,-0.846892238044365
827,0.11343304854989
829,1.16593420035748
831,-2.45940328626668
834,0.439383139094384
835,1.41385008850218
836,-1.58183104649059
837,-1.44918778796888
839,0.23056675503652
841,-0.239173793898452
843,1.5034792453564
846,-2.78459871247187
847,1.74719963322013
848,-1.59693954532795
851,7.96977910894948
853,-3.72775777558039
855,-1.20398350576844
856,-3.2227151091092
864,3.00085425014534
865,-0.647808364510318
866,0.0200917891147276
867,-3.92844609871898
869,1.60166965289606
871,-0.523867264252735
875,1.96978463007757
876,1.73292757884872
877,-2.36669764247834
883,-1.53585474530228
884,-0.493996344623604
885,-1.43234016579829
890,-3.98055723450863
892,0.265950672605925
894,-3.88748287653396
896,4.62977280263781
897,-1.40869560429495
898,4.27750110518252
901,6.44656035892331
902,6.4034523355363
909,1.82221927208855
910,-0.0169896074434922
912,-2.13193432687366
914,2.55844893831542
916,-0.0567449429672502
917,-1.77165516915642
918,-0.37428580246418
919,0.784275360435273
920,-2.69896743753662
921,-0.238713973385787
923,2.24311194160927
924,-3.77284690703601
926,1.42654300955962
929,-2.69104283910975
930,-0.393376923692234
931,5.11153793004482
937,2.15923111515547
939,-0.397961504443868
942,-0.661368320355097
943,-3.13034086495938
944,-2.49279326409061
945,-0.90355980699866
947,-2.06110574754101
948,3.10104579760196
949,2.03591581755607
956,0.504951993623385
959,-0.113307200759076
960,-0.0857115590891157
963,-0.180214494117855
964,-0.438275493516809
968,0.0902180435372165
972,0.439920473445451
974,0.876226094288605
975,-0.432607334299792
977,-0.0528685127433561
978,-0.170275853648635
983,-0.184750084134685
985,0.444601569708948
986,-0.550156304346182
992,0.330713152885047
993,0.353971198154748
995,-0.00569530785337358
999,-0.381206665341703
1000,0.2463825443595
1001,2.37154848678575
1003,-1.04364595570412
1005,-0.347532633079585
1007,-0.30104630763542
1008,0.185927244662062
1014,0.924673208758391
1015,-0.353933480029745
1017,-0.828923174757019
1018,-0.122527589129105
1019,0.352945050835632
1020,-0.841829631839063
1021,-0.111133717838623
1022,-1.26436065412019
1023,0.956997722521729
1024,-1.25129824732021
1030,-0.1081396324351
1035,-0.578186906898966
1036,0.378138551035052
1037,0.753929496088124
1038,-0.748823153567511
1039,-0.146741838637767
1043,-1.22038001041044
1044,-0.999166204535004
1045,-0.404935474611375
1047,-0.642096565994688
1048,1.18603546698043
1049,0.719975429693922
1051,-2.82358160700106
1055,0.335007811849066
1058,0.902077919216263
1061,-2.04341870722039
1064,-1.3336586336137
1066,0.143459833376413
1068,0.359460735676047
1070,3.1299293124604
1072,0.917589450397743
1073,0.717027104877838
1075,-1.59383679257585
1076,-0.665151070687304
1077,-0.923791220878577
1078,0.632273252365623
1079,0.0682317589718897
1081,-0.802379309657118
1082,1.34956150607169
1084,0.537305751581552
1085,1.80356017428082
1086,-2.65420504455251
1087,-1.46671348416904
1088,0.183442160946399
1089,0.169915875553433
1090,0.587718323491362
1091,-1.24984460033117
1093,0.484026329411793
1094,0.0329560975622144
1095,-0.539516645679171
1096,-2.69386653610687
1097,2.40025892213221
1098,-0.775074940890909
1099,-1.26556900213082
1101,0.863388732863448
1104,-0.346716737989257
1105,-0.140522317196893
1106,-0.298374887055339
1111,-0.0746716887636685
1112,-0.760011632945153
1115,0.0813401850585396
1116,0.0187751121695558
1120,0.0716665717841172
1122,-0.564767982827892
1124,-0.113481494458597
1126,0.182089186540051
1128,0.84797489614144
1134,-0.013580125652895
1139,-0.0542753863110508
1140,-0.521894941317734
1141,-0.39550659926396
1143,-0.616506628332941
1146,0.385415747006724
1148,0.545007767649331
1150,0.219039609765382
1151,-1.44562279653517
1154,-0.163814873697565
1155,0.154221778551504
1156,0.907264298914295
1157,-0.635846337269099
1164,-0.733915009318826
1166,0.10189795976508
1167,-1.32024915011473
1169,0.44870561826617
1170,2.06966934037741
1172,0.340723354381488
1173,0.774753656256023
1176,-0.350218499239979
1177,-0.805916513836936
1180,0.442783639370988
1182,1.06171257769306
1185,1.16826624091788
1189,0.0859407333301427
1190,0.145496955161573
1192,1.21903290865298
1197,1.58808378193876
1199,-0.73761927153891
1200,0.980611949041005
1201,3.11228240233887
1202,3.31440302895224
1203,-1.50881646013391
1206,-1.21482735399946
1208,0.568784800425854
1209,1.33921819322918
1210,-0.240633501978025
1212,-1.92022935248378
1213,2.90237332506041
1214,1.14620388573248
1223,1.79259858268982
1226,0.671869337615661
1230,0.00701128366916742
1231,3.06758422236107
1232,0.861665187275843
1235,-0.436387119560838
1236,-0.140920753627975
1237,0.824893766951627
1238,-1.18742518819197
1239,-0.193961955747923
1242,0.275377935451965
1244,-1.64563435812478
1246,1.70802321750398
1248,1.74064677744726
1249,0.826797722965218
1251,-3.2018327132635
1252,-3.70479549420313
1253,1.79581157811366
1254,1.3900838314002
1256,1.04938125411306
1258,-1.15349660705682
1262,3.15458141622063
1264,-1.06144334886198
1267,3.12369124300929
1268,-0.00614539736300793
1269,-1.20546382516076
1270,-0.572603146239875
1271,0.413847637598868
1276,-0.668915609151355
1278,-3.45525490497591
1279,2.42723784917784
1280,-0.267823609179026
1282,-1.74063845669002
1283,1.62383127725679
1286,1.25996588431526
1287,-0.56073325287187
1289,0.201969111722091
1290,2.03748107100765
1295,1.36739604996051
1296,-1.29856339550529
1301,-3.31858339816411
1304,0.226501948511899
1306,1.7527023091992
1307,-0.526569843443516
1309,-0.0402544045987983
1310,-0.445405849066668
1312,-0.643398799172047
1317,-0.951848931468833
1319,0.274057547678952
1322,1.27184354242245
1323,0.231910486075554
1325,-1.61960708016778
1326,-0.767264422643032
1327,-0.586847417900435
1328,0.034503081404577
1329,0.479296141446601
1333,-1.04623100990059
1335,1.75282129329577
1337,-1.53659979934479
1341,-0.939740711712389
1342,1.50240754932633
1344,0.419306129598878
1346,-2.86785770002972
1348,-1.12055273884404
1350,1.16039076541544
1351,-0.138889585588255
1352,0.208100719731339
1354,-0.397099012878477
1359,0.674004805002385
1360,-0.360440702215564
1361,-0.89386758341571
1363,1.60815849840536
1364,-0.193228946679847
1365,0.727447295123641
1366,0.0781030430376645
1367,-1.44260389279329
1372,-0.277182573285723
1375,-0.501139580697779
1378,1.21211949070693
1383,-0.957640119338466
1384,0.197366669434728
1388,-0.379289052827081
1390,-0.359183757436454
1391,-0.943498635121504
1392,0.937371925746103
1393,-0.507550321651002
1394,-0.632663892886823
1395,-0.586780137034481
1398,0.31120581591027
1400,0.784527560314853
1401,1.94234241152467
1402,1.97407809288381
1403,-0.86369254112565
1404,-0.504226342499211
1406,-0.822287119920873
1407,-0.267328005271268
1408,0.173107258873267
1410,-0.0517486686294188
1411,0.383639472709348
1415,-0.267950798186187
1417,-0.725169309375071
1418,-0.0963924946578306
1419,0.305892978072843
1420,-0.650026314831111
1422,-1.04643251813505
1424,-0.989152223032543
1427,-0.43567612308577
1428,1.08649277806279
1429,-0.903832391428511
1435,-0.452869937464593
1436,0.268839109142506
1437,0.606931199222163
1438,-0.626428968192794
1439,-0.120273220754937
1440,-0.904248127171386
1441,-0.276483671847641
1442,-0.0799676541098112
1444,-0.839780928846861
1447,-0.495560740511802
1448,0.983196042522389
1451,1.47443582542554
1453,-0.730320219304955
1454,-0.494953455100263
1456,-0.562750790983453
1458,0.305678292051301
1461,0.0668001868721877
1464,0.535508125994529
1466,0.0146611621249009
1469,0.372967923458714
1470,-0.16338970810848
1471,-0.124657958231697
1473,0.90908733267499
1474,-0.452308574518854
1475,0.299297093649761
1476,0.316876228886966
1477,-0.565930605244611
1479,-0.874261584009048
1480,0.0199290314794134
1482,0.462644468753951
1483,-0.421461519437409
1484,-0.0650595209553999
1490,-0.796198994862757
1491,-0.459382181016848
1492,0.180610430320859
1494,-0.816903770893654
1497,-0.122434552926121
1498,0.845163631513043
1499,0.378528421705779
1500,0.198214104857314
1501,2.18658267056037
1503,-0.647994745299071
1504,-0.0804814796191158
1505,-0.269018126873342
1509,-0.0877458910824719
1511,1.40632015952096
1512,0.645504851510131
1513,-0.396860570089143
1514,1.00445575389551
1515,-1.09822254604992
1516,-0.0953248831373576
1517,0.864392833697091
1518,-0.252368541232131
1519,-0.26684135270331
1524,-2.40987913868166
1526,0.509731027160966
1528,-0.227476941926346
1530,-0.435928483607007
1533,0.84389768564081
1535,-1.26093326421466
1538,-0.22825303950667
1539,-0.132166708333338
1541,0.772094435585716
1542,-1.13781163662956
1543,-0.49277822978872
1546,1.97578449939668
1548,0.677760839362639
1550,-0.889032545917506
1551,-1.0592863004795
1552,-0.973583892856059
1553,0.385980280707493
1555,0.142113826985586
1556,0.518417765403768
1563,-0.233751904055418
1566,0.0267900873537024
1567,-0.0452903119567536
1571,-0.00504685953184673
1572,0.466867207758265
1573,-0.118314549996949
1577,-0.0302246758856443
1578,-0.212121340460508
1580,0.134086725423344
1584,0.136540330923728
1586,-0.535919907890187
1588,0.216554563477541
1589,0.064745712997174
1590,0.36813814970703
1591,-0.133320048879911
1592,0.31839173466817
1593,0.383743495703926
1595,0.010742720003744
1597,0.559198512485187
1598,-0.423679125836701
1599,-0.389589655544265
1600,0.234752493531543
1601,-1.97042610871232
1603,0.842202876024682
1604,0.460477760784713
1605,0.284674234018519
1608,-0.0963308447874045
1609,-0.565663051132351
1610,0.0095897664412256
1611,-0.491279325220613
1613,-1.16920463536734
1615,0.355283222742107
1618,0.112858035089722
1619,-0.246279929818615
1621,0.075338959403437
1622,1.02008495658739
1623,-0.699043742894224
1625,-0.61418942795664
1626,-0.435712051289355
1627,0.334975412326951
1629,0.831303208817469
1630,0.11651261469678
1632,-0.149099082445289
1636,-0.428257598424369
1639,0.121673771337459
1643,0.963812526819134
1644,0.770299900110858
1647,0.618159380230153
1649,-0.619335722431661
1650,0.0988996822526283
1652,-0.615616722808739
1653,0.462963394447021
1655,0.0842996291216009
1656,-0.290246706552264
1658,-0.971293963154
1659,-1.06615755978523
1660,0.523198378698826
1666,-0.110407276480162
1667,2.17756265788468
1668,-0.177007068686703
1672,0.564688612977905
1674,-1.58796661377872
1675,0.626834349914179
1676,0.0124673050075538
1677,1.32286270278447
1679,1.09109515186228
1680,-0.436012690870783
1681,-1.44048930176658
1682,-1.46003202471917
1686,1.86952037095845
1688,0.642801917380438
1689,0.0112149559814047
1691,1.39228079531969
1692,-1.3260433305722
1696,0.703776282573242
1697,-1.37002916079919
1698,-0.603088981265424
1699,0.314913356853568
1706,1.89502609879454
1707,-0.139753792256939
1710,-0.263840590919699
1711,-1.64790970744473
1714,-1.65667517159273
1715,1.25519967738348
1716,0.0928313619315479
1717,-0.0505721331433938
1719,-0.066533082197027
1721,-0.00328370846144976
1723,-0.523455967815113
1728,-0.883595147634109
1729,1.08525491279756
1730,0.470857675766439
1732,0.489654500382145
1733,-0.535016316971369
1738,0.832413596728007
1742,1.1025294901095
1743,1.46171469172653
1745,0.0873897249972809
1746,-2.98986225523027
1747,1.98762829342663
1749,-1.41893614826097
1751,2.14994974622829
1753,-1.24075087960026
1754,-0.985844095731375
1755,-0.363256911197972
1757,-0.958249036744787
1758,0.855996070066098
1759,1.4205794808673
1760,-0.416855326380323
1763,3.17825845557689
1764,0.695858459441675
1765,0.402815999534727
1767,-2.27839974532113
1770,0.538747363740012
1772,-1.50587606731106
1774,0.0433317716109802
1776,0.445966081665569
1778,2.47626160766481
1779,-1.71777237802398
1780,0.217186070613228
1781,2.76585566137307
1784,0.0189684827795168
1786,-1.00582957941599
1794,-1.61356924951097
1795,-0.992242785483085
1797,0.418841095703254
1800,0.767132611947467
1803,-1.58253692312482
1804,-0.80391204808939
1806,-1.73853979649397
1807,-0.22635945509711
1808,0.0385318665576527
1809,0.945737419721944
1816,-0.0493592083063686
1817,-0.76131890296545
1819,0.360532456305429
1821,-0.103514113718762
1822,-1.91617365155106
1823,1.11925652839478
1824,-2.48427783405784
1827,-0.452763610862479
1828,1.57074459668482
1829,-1.46367338185275
1830,-0.296515465767464
1833,-0.00124601362108244
1838,-1.05041808408275
1839,-0.237267483448193
1841,-0.11199174325105
1842,-0.58072593242822
1843,-1.75530816896455
1848,1.77737422742545
1852,-1.61589289351567
1855,0.239873550274355
1858,0.918901603288261
1859,0.476630850226998
1860,-0.54390712219693
1863,1.31528249701744
1865,1.46737728632483
1870,2.82643015564903
1872,0.580971991143335
1873,0.927335015657133
1874,3.00234396150635
1876,-0.517235433274871
1879,-0.195804729118239
1880,0.597291049894602
1881,-0.292350404853883
1883,-1.36019321347516
1884,0.474262764125518
1887,-1.23701502676167
1891,-1.28375591256094
1892,1.62747021360871
1894,-0.211246551214548
1895,-0.621064201656674
1896,-2.24363734558196
1900,1.30203635172308
1901,5.50169218743641
1903,-1.70926042882124
1905,-0.689776544262401
1906,-2.93560425408204
1908,-1.229660570448
1909,-0.0239840521437236
1912,1.24256592927851
1914,2.48922068363041
1915,-2.56962151434479
1916,-0.218636438010381
1917,1.76635522087927
1919,-0.522833270001425
1923,-0.524586113808053
1928,-0.219748654452335
1931,2.30090147473878
1935,-2.99007097770742
1937,2.59039353701256
1938,-0.690246790474859
1940,-1.47778284160358
1942,-2.60816806844547
1943,-1.39853101553152
1944,-0.607844990060884
1947,-3.90804035507867
1948,1.80962143631134
1949,2.27400546326075
1951,0.617456473021086
1952,0.286519125805276
1955,-0.0448870735530155
1958,-0.601930834657931
1963,-1.23521316279699
1966,-0.078038317013538
1967,1.2287004800994
1968,-0.155537554117785
1971,0.161167973966717
1972,0.0110572281268975
1975,0.626214191499421
1980,-0.326362983197235
1981,-0.389730377604875
1986,1.37429737037029
1990,0.1263972493593
1991,0.852667953667668
1993,0.243176614102278
1994,0.409422673352164
1995,0.485974924121141
1996,0.915620192804508
1997,-1.11409267884827
1998,-0.0599655929149303
1999,0.423844908264749
2005,0.260117371057748
2007,-0.613523001321568
2009,0.256434150526833
2011,-1.6195518864922
2013,0.79782271680692
2016,0.114180261701769
2019,0.395764771137611
2022,0.706105852638635
2023,0.59134513072486
2024,2.69777629219277
2027,-0.746904712676061
2028,0.530276969293846
2029,0.0325227073004115
2031,-0.599416430430508
2033,-1.07772844261251
2034,0.424678271106947
2035,1.42668301380342
2037,-1.15445151001122
2039,0.132532266125873
2042,1.36415968041651
2046,-2.11797451641326
2048,-0.594035695705221
2049,-0.994717562675397
2051,3.92849391029669
2052,4.08604678782709
2053,-1.82395066972336
2054,-1.13561825399037
2055,-0.591255492509397
2056,-1.59970086141358
2057,-0.719995600531135
2060,-0.202008419820259
2063,3.18727352503065
2064,1.48574216331261
2065,-0.352602507132681
2069,0.763964225399466
2071,-0.248984918108012
2073,1.95210451733031
2074,-1.69247964459472
2080,-0.0773423951180588
2081,3.60953644206487
2082,0.805135835152624
2083,-0.711310646049713
2084,-0.252274789488
2087,1.13644263312379
2088,-1.38035466504381
2090,-1.94219510759698
2091,-0.81670896340339
2093,-2.21303773149563
2094,-1.88368235188783
2096,2.30763645321296
2098,2.09055502053825
2101,0.787270384866792
2102,0.752841243846446
2104,-0.145720864940825
2105,-0.109572946697329
2107,-0.017528037223637
2109,0.162423027834986
2113,0.316571332695817
2116,-0.0134090160856425
2118,-0.0563898171236297
2122,-0.376475573317053
2123,0.18109408548898
2124,-0.557001874733558
2125,0.286174899903928
2130,-0.0738027065773986
2131,0.545762964983728
2133,0.041440776684693
2136,0.287696968494546
2139,-0.048360227773014
2140,-0.309118531197046
2145,-0.0592529524636963
2146,0.565048695622049
2149,0.26905341578087
2150,-0.108770345520892
2152,0.876723184017588
2154,-0.767674534492332
2157,-1.10434707330204
2158,1.09211872173315
2161,-1.30665735882294
2163,2.91704883685237
2164,-0.0965388060733671
2165,1.07566524059293
2166,0.121485102058972
2169,0.909436835669487
2170,1.90753211387378
2171,-0.326887839937074
2176,0.028408703566379
2179,-1.29703342086272
2180,0.474738826798206
2181,1.75861291811645
2182,1.64207083726342
2183,-1.57579868708978
2184,0.270559733322934
2185,0.981357243257527
2186,-2.04249413586738
2188,-0.773426048308501
2190,-0.818727174022381
2191,-1.56828012838276
2194,-1.23318109485333
2195,-1.02491064933707
2196,-0.658879884549926
2198,0.764784791947897
2201,1.61231430938032
2202,2.22311073599865
2204,-1.14339498618983
2205,-0.316424174229168
2210,-0.652311663152932
2211,-1.1314429048882
2213,3.97377970007821
2220,1.59272148547656
2225,-0.314529714804007
2227,-1.8812356190779
2229,-1.96589204352253
2234,0.188377619331368
2236,-1.98565689237136
2239,-0.104643754680289
2242,1.49265457388501
2244,-1.85628241183614
2246,0.0981488543205911
2247,1.2279975246979
2248,1.45456062068406
2249,0.0739400407566568
2251,0.495122983721465
2255,-0.153570162553084
2256,0.195947346696132
2257,-1.21479480171528
2259,1.394034313078
2262,-2.59548785835594
2265,1.14250305034009
2267,-2.73960708814623
2273,2.1091858135472
2274,1.71831282525906
2275,-0.648575893618614
2277,-1.66340769531725
2280,0.507263326225098
2284,0.281047448713492
2285,1.02626393656077
2286,-2.18791034682572
2287,-0.427909640203091
2288,-0.884646177406068
2290,-0.955055715714779
2291,-1.71717260750861
2292,1.57226379204939
2296,-0.618961399833605
2298,0.902813265338176
2299,-0.269695614475206
2300,1.33871730929012
2303,-0.00140555963088945
2304,-0.231741837890809
2305,0.0416925039503277
2309,0.442093252921461
2311,-0.866622270422891
2312,-0.979499014751967
2314,-0.339552396128811
2315,0.695219918622593
2316,0.069734634533179
2317,-1.0932603310596
2318,0.139448168420306
2319,0.385346820419237
2320,1.29935064019325
2322,-0.00400540270652239
2323,0.732637678294203
2326,-0.146465109623848
2331,0.338746807165567
2333,-0.784428946788233
2335,0.713507077307967
2338,-0.188451849777653
2339,0.0323159530541025
2340,-0.107810808934421
2344,-0.360936779318128
2347,0.997753634905088
2349,-0.381792531468958
2350,0.685586540472694
2351,-2.19043340348102
2353,-0.0145173506528669
2355,0.160923924767009
2357,-1.99796833680799
2359,1.74464170741649
2360,-1.18996310037785
2361,-3.40288934287785
2367,-4.30539722336157
2370,5.10126672678371
2371,-0.56471345863551
2372,-0.026640388481016
2374,5.06696350635794
2375,-2.2049951713915
2376,-0.571347078010578
2377,-2.62168880813006
2380,1.14674585363779
2385,2.80023898562146
2387,-1.85281880216363
2389,0.125788993674379
2391,-2.99040924046501
2393,-0.841924147112115
2398,0.199088578717588
2402,1.19850234046505
2403,0.0355116551210388
2410,1.43480689820209
2412,4.66685917011131
2416,-0.330061060498461
2417,5.20248861422708
2421,0.682421209521746
2423,-3.49749656860491
2425,2.6451755200731
2427,3.16783221455975
2429,1.7912618375222
2432,-3.8228668414755
2433,3.72292282162343
2437,2.2197057174615
2438,0.913535853033154
2440,0.540858369206727
2442,-3.95506944870629
2443,1.03562150603354
2449,1.78892560536738
2450,-3.24708792578062
2453,2.81254470248789
2454,2.14377923262806
2455,0.840036422194751
2456,1.70791682008637
2457,1.97246750167553
2459,-3.04648906798597
2460,0.825811857451094
2461,0.635292869502257
2462,4.79943699074809
2463,-6.77391596883025
2467,4.73461688104694
2468,0.0105234479363572
2472,3.41262600024259
2475,-0.572941461407872
2476,-1.0688733956601
2477,2.86389003961948
2478,-5.29483933942749
2479,3.74801740644356
2482,-2.60998229509967
2483,2.43003591161025
